sample_name	age	age_unit	altitude	anonymized_name	biological_specimen	body_habitat	body_product	body_site	cage	collection_date	country	depth	description	distended_belly	dna_extracted	elevation	env_biome	env_feature	env_material	env_package	event_type	fungi_head	fungi_present	group_event	group_event_treatment	group_harvest	group_treatment	harvest_event	harvest_group	harvest_time_days	host_common_name	host_subject_id	host_taxid	key_head	key_limbs	key_torso	latitude	longitude	ph	ph_cat_group	ph_category	physical_specimen_remaining	public	publication	qiita_study_id	sample_group	sample_group_allskin	sample_type	soil_controls	soil_ph	time_bin	title	treatment	treatment_group_event	unique_samples	unique_treatment	unique_treatment_control	weight
714.belly.S.T5.1	63	days	0	belly.S.T5.1	mouse.sterile_soil.skin.5	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	9	4/4/11	GAZ:United States of America	0	sterile_soil.skin.5	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	yes	yes	skin.5	skin.5.sterile_soil	skin.5	skin.sterile_soil	5	5.skin	20	mouse	T5.S1	10090	5	3	5	40.01	-105.27	8.04	skin.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	8.04	20	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.5	unique	unique.sterile_soil	uniqueNAsterile_soil	25.9
714.belly.S.T5.2	89	days	0	belly.S.T5.2	mouse.sterile_soil.skin.5	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	3	4/4/11	GAZ:United States of America	0	sterile_soil.skin.5	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	no	no	skin.5	skin.5.sterile_soil	skin.5	skin.sterile_soil	5	5.skin	20	mouse	T5.S2	10090	3	1	4	40.01	-105.27	8.27	skin.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	8.27	20	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.5	unique	unique.sterile_soil	uniqueNAsterile_soil	29.5
714.belly.S.T5.3	77	days	0	belly.S.T5.3	mouse.sterile_soil.skin.5	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	7	4/4/11	GAZ:United States of America	0	sterile_soil.skin.5	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	yes	yes	skin.5	skin.5.sterile_soil	skin.5	skin.sterile_soil	5	5.skin	20	mouse	T5.S3	10090	3	2	5	40.01	-105.27	8.61	skin.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	8.61	20	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.5	unique	unique.sterile_soil	uniqueNAsterile_soil	18.2
714.belly.S.T5.4	77	days	0	belly.S.T5.4	mouse.sterile_soil.skin.5	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	7	4/4/11	GAZ:United States of America	0	sterile_soil.skin.5	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	no	yes	skin.5	skin.5.sterile_soil	skin.5	skin.sterile_soil	5	5.skin	20	mouse	T5.S4	10090	3	1	5	40.01	-105.27	8.26	skin.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	8.26	20	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.5	unique	unique.sterile_soil	uniqueNAsterile_soil	24.2
714.belly.S.T5.5	52	days	0	belly.S.T5.5	mouse.sterile_soil.skin.5	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	11	4/4/11	GAZ:United States of America	0	sterile_soil.skin.5	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	no	yes	skin.5	skin.5.sterile_soil	skin.5	skin.sterile_soil	5	5.skin	20	mouse	T5.S5	10090	2	1	3	40.01	-105.27	8.35	skin.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	8.35	20	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.5	unique	unique.sterile_soil	uniqueNAsterile_soil	23
714.belly.S.T6.1	63	days	0	belly.S.T6.1	mouse.sterile_soil.skin.6	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	8	3/28/11	GAZ:United States of America	0	sterile_soil.skin.6	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	yes	yes	skin.6	skin.6.sterile_soil	skin.6	skin.sterile_soil	6	6.skin	34	mouse	T6.S1	10090	5	2	7	40.01	-105.27	8.41	skin.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	8.41	40	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.6	unique	unique.sterile_soil	uniqueNAsterile_soil	29.1
714.belly.S.T6.2	109	days	0	belly.S.T6.2	mouse.sterile_soil.skin.6	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	1	3/28/11	GAZ:United States of America	0	sterile_soil.skin.6	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	yes	yes	skin.6	skin.6.sterile_soil	skin.6	skin.sterile_soil	6	6.skin	34	mouse	T6.S2	10090	5	2	7	40.01	-105.27	8.29	skin.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	8.29	40	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.6	unique	unique.sterile_soil	uniqueNAsterile_soil	29.4
714.belly.S.T6.3	52	days	0	belly.S.T6.3	mouse.sterile_soil.skin.6	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	12	3/28/11	GAZ:United States of America	0	sterile_soil.skin.6	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	yes	yes	skin.6	skin.6.sterile_soil	skin.6	skin.sterile_soil	6	6.skin	34	mouse	T6.S3	10090	5	3	7	40.01	-105.27	8.41	skin.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	8.41	40	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.6	unique	unique.sterile_soil	uniqueNAsterile_soil	23.5
714.belly.S.T6.4	77	days	0	belly.S.T6.4	mouse.sterile_soil.skin.6	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	7	3/28/11	GAZ:United States of America	0	sterile_soil.skin.6	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	yes	yes	skin.6	skin.6.sterile_soil	skin.6	skin.sterile_soil	6	6.skin	34	mouse	T6.S4	10090	5	3	7	40.01	-105.27	8.4	skin.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	8.4	40	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.6	unique	unique.sterile_soil	uniqueNAsterile_soil	24.3
714.belly.S.T6.5	77	days	0	belly.S.T6.5	mouse.sterile_soil.skin.6	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	7	3/28/11	GAZ:United States of America	0	sterile_soil.skin.6	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	yes	yes	skin.6	skin.6.sterile_soil	skin.6	skin.sterile_soil	6	6.skin	34	mouse	T6.S5	10090	5	3	7	40.01	-105.27	8.23	skin.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	8.23	40	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.6	unique	unique.sterile_soil	uniqueNAsterile_soil	23.1
714.belly.T7.S1	109	days	0	belly.T7.S1	mouse.sterile_soil.skin.7	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	1	5/2/11	GAZ:United States of America	0	sterile_soil.skin.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	yes	yes	skin.7	skin.7.sterile_soil	skin.7	skin.sterile_soil	7	7.skin	48	mouse	T7.S1	10090	7	3	7	40.01	-105.27	8.12	skin.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	8.12	40	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.7	unique	unique.sterile_soil	uniqueNAsterile_soil	30.9
714.belly.T7.S2	89	days	0	belly.T7.S2	mouse.sterile_soil.skin.7	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	3	5/2/11	GAZ:United States of America	0	sterile_soil.skin.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	yes	yes	skin.7	skin.7.sterile_soil	skin.7	skin.sterile_soil	7	7.skin	48	mouse	T7.S2	10090	7	3	7	40.01	-105.27	8.78	skin.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	8.78	40	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.7	unique	unique.sterile_soil	uniqueNAsterile_soil	29.1
714.belly.T7.S3	79	days	0	belly.T7.S3	mouse.sterile_soil.skin.7	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	6	5/2/11	GAZ:United States of America	0	sterile_soil.skin.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	yes	yes	skin.7	skin.7.sterile_soil	skin.7	skin.sterile_soil	7	7.skin	48	mouse	T7.S3	10090	7	3	7	40.01	-105.27	7.83	skin.7to8	7to8	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	7.83	40	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.7	unique	unique.sterile_soil	uniqueNAsterile_soil	29.5
714.belly.T7.S4	96	days	0	belly.T7.S4	mouse.sterile_soil.skin.7	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	2	5/2/11	GAZ:United States of America	0	sterile_soil.skin.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	yes	yes	skin.7	skin.7.sterile_soil	skin.7	skin.sterile_soil	7	7.skin	48	mouse	T7.S4	10090	5	3	5	40.01	-105.27	8.65	skin.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	8.65	40	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.7	unique	unique.sterile_soil	uniqueNAsterile_soil	32.2
714.belly.T7.S5	77	days	0	belly.T7.S5	mouse.sterile_soil.skin.7	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	7	5/2/11	GAZ:United States of America	0	sterile_soil.skin.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	yes	yes	skin.7	skin.7.sterile_soil	skin.7	skin.sterile_soil	7	7.skin	48	mouse	T7.S5	10090	7	3	7	40.01	-105.27	8.73	skin.Above8	Above8	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	8.73	40	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.7	unique	unique.sterile_soil	uniqueNAsterile_soil	21.5
714.belly.T7.U1	36	days	0	belly.T7.U1	mouse.untreated_soil.skin.7	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	15	5/2/11	GAZ:United States of America	0	untreated_soil.skin.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	yes	yes	skin.7	skin.7.untreated_soil	skin.7	skin.untreated_soil	7	7.skin	48	mouse	T7.U1	10090	7	3	7	40.01	-105.27	8.49	skin.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	skin	skin	skin of trunk	NA	8.49	40	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.skin.7	unique	unique.untreated_soil	uniqueNAuntreated_soil	27.4
714.belly.T7.U2	88	days	0	belly.T7.U2	mouse.untreated_soil.skin.7	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	5	5/2/11	GAZ:United States of America	0	untreated_soil.skin.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	yes	yes	skin.7	skin.7.untreated_soil	skin.7	skin.untreated_soil	7	7.skin	48	mouse	T7.U2	10090	8	3	8	40.01	-105.27	8.83	skin.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	skin	skin	skin of trunk	NA	8.83	40	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.skin.7	unique	unique.untreated_soil	uniqueNAuntreated_soil	27
714.belly.T7.U3	89	days	0	belly.T7.U3	mouse.untreated_soil.skin.7	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	3	5/2/11	GAZ:United States of America	0	untreated_soil.skin.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	yes	yes	skin.7	skin.7.untreated_soil	skin.7	skin.untreated_soil	7	7.skin	48	mouse	T7.U3	10090	8	3	7	40.01	-105.27	8.9	skin.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	skin	skin	skin of trunk	NA	8.9	40	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.skin.7	unique	unique.untreated_soil	uniqueNAuntreated_soil	29.3
714.belly.T7.U4	52	days	0	belly.T7.U4	mouse.untreated_soil.skin.7	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	11	5/2/11	GAZ:United States of America	0	untreated_soil.skin.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	yes	yes	skin.7	skin.7.untreated_soil	skin.7	skin.untreated_soil	7	7.skin	48	mouse	T7.U4	10090	8	3	8	40.01	-105.27	8.84	skin.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	skin	skin	skin of trunk	NA	8.84	40	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.skin.7	unique	unique.untreated_soil	uniqueNAuntreated_soil	23
714.belly.T7.U5	88	days	0	belly.T7.U5	mouse.untreated_soil.skin.7	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	5	5/2/11	GAZ:United States of America	0	untreated_soil.skin.7	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	yes	yes	skin.7	skin.7.untreated_soil	skin.7	skin.untreated_soil	7	7.skin	48	mouse	T7.U5	10090	8	3	8	40.01	-105.27	8.17	skin.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	skin	skin	skin of trunk	NA	8.17	40	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.skin.7	unique	unique.untreated_soil	uniqueNAuntreated_soil	17.1
714.belly.U.T0.1	88	days	0	belly.U.T0.1	mouse.untreated_soil.skin.0	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	5	3/15/11	GAZ:United States of America	0	untreated_soil.skin.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	zero	no	no	skin.0	skin.0.untreated_soil	skin.0	skin.untreated_soil	0	0.skin	0	mouse	T0.U1	10090	1	1	1	40.01	-105.27	6.18	skin.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	skin	skin	skin of trunk	NA	6.18	0	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.skin.0	repeat	repeat.untreated_soil	repeatNAuntreated_soil	26.2
714.belly.U.T0.2	88	days	0	belly.U.T0.2	mouse.untreated_soil.skin.0	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	5	3/15/11	GAZ:United States of America	0	untreated_soil.skin.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	zero	no	no	skin.0	skin.0.untreated_soil	skin.0	skin.untreated_soil	0	0.skin	0	mouse	T0.U2	10090	1	1	1	40.01	-105.27	6.12	skin.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	skin	skin	skin of trunk	NA	6.12	0	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.skin.0	unique	unique.untreated_soil	uniqueNAuntreated_soil	27.6
714.belly.U.T0.3	79	days	0	belly.U.T0.3	mouse.untreated_soil.skin.0	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	6	3/15/11	GAZ:United States of America	0	untreated_soil.skin.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	zero	no	no	skin.0	skin.0.untreated_soil	skin.0	skin.untreated_soil	0	0.skin	0	mouse	T0.U3	10090	1	1	1	40.01	-105.27	6.14	skin.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	skin	skin	skin of trunk	NA	6.14	0	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.skin.0	repeat	repeat.untreated_soil	repeatNAuntreated_soil	29
714.belly.U.T0.4	109	days	0	belly.U.T0.4	mouse.untreated_soil.skin.0	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	1	3/15/11	GAZ:United States of America	0	untreated_soil.skin.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	zero	no	no	skin.0	skin.0.untreated_soil	skin.0	skin.untreated_soil	0	0.skin	0	mouse	T0.U4	10090	1	1	1	40.01	-105.27	6.13	skin.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	skin	skin	skin of trunk	NA	6.13	0	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.skin.0	repeat	repeat.untreated_soil	repeatNAuntreated_soil	23.2
714.belly.U.T0.5	57	days	0	belly.U.T0.5	mouse.untreated_soil.skin.0	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	10	3/15/11	GAZ:United States of America	0	untreated_soil.skin.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	zero	no	no	skin.0	skin.0.untreated_soil	skin.0	skin.untreated_soil	0	0.skin	0	mouse	T0.U5	10090	1	1	1	40.01	-105.27	6.15	skin.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	skin	skin	skin of trunk	NA	6.15	0	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.skin.0	unique	unique.untreated_soil	uniqueNAuntreated_soil	25.8
714.belly.U.T1.1	57	days	0	belly.U.T1.1	mouse.untreated_soil.skin.1	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	10	3/18/11	GAZ:United States of America	0	untreated_soil.skin.1	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	no	no	skin.1	skin.1.untreated_soil	skin.1	skin.untreated_soil	1	1.skin	3	mouse	T1.U1	10090	1	1	1	40.01	-105.27	5.98	skin.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	skin	skin	skin of trunk	NA	5.98	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.skin.1	repeat	repeat.untreated_soil	repeatNAuntreated_soil	26.2
714.belly.U.T1.2	79	days	0	belly.U.T1.2	mouse.untreated_soil.skin.1	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	6	3/18/11	GAZ:United States of America	0	untreated_soil.skin.1	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	no	no	skin.1	skin.1.untreated_soil	skin.1	skin.untreated_soil	1	1.skin	3	mouse	T1.U2	10090	1	1	1	40.01	-105.27	6.04	skin.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	skin	skin	skin of trunk	NA	6.04	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.skin.1	unique	unique.untreated_soil	uniqueNAuntreated_soil	20.3
714.belly.U.T1.3	49	days	0	belly.U.T1.3	mouse.untreated_soil.skin.1	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	13	3/18/11	GAZ:United States of America	0	untreated_soil.skin.1	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	no	no	skin.1	skin.1.untreated_soil	skin.1	skin.untreated_soil	1	1.skin	3	mouse	T1.U3	10090	1	1	1	40.01	-105.27	5.94	skin.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	skin	skin	skin of trunk	NA	5.94	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.skin.1	repeat	repeat.untreated_soil	repeatNAuntreated_soil	20.2
714.belly.U.T1.4	57	days	0	belly.U.T1.4	mouse.untreated_soil.skin.1	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	10	3/18/11	GAZ:United States of America	0	untreated_soil.skin.1	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	no	yes	skin.1	skin.1.untreated_soil	skin.1	skin.untreated_soil	1	1.skin	3	mouse	T1.U4	10090	1	1	1	40.01	-105.27	5.98	skin.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	skin	skin	skin of trunk	NA	5.98	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.skin.1	unique	unique.untreated_soil	uniqueNAuntreated_soil	28.5
714.belly.U.T1.5	79	days	0	belly.U.T1.5	mouse.untreated_soil.skin.1	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	6	3/18/11	GAZ:United States of America	0	untreated_soil.skin.1	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	no	no	skin.1	skin.1.untreated_soil	skin.1	skin.untreated_soil	1	1.skin	3	mouse	T1.U5	10090	1	1	2	40.01	-105.27	5.95	skin.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	skin	skin	skin of trunk	NA	5.95	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.skin.1	unique	unique.untreated_soil	uniqueNAuntreated_soil	24.2
714.belly.U.T2.1	36	days	0	belly.U.T2.1	mouse.untreated_soil.skin.2	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	15	3/21/11	GAZ:United States of America	0	untreated_soil.skin.2	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	yes	yes	skin.2	skin.2.untreated_soil	skin.2	skin.untreated_soil	2	2.skin	6	mouse	T2.U1	10090	1	1	3	40.01	-105.27	6.22	skin.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	skin	skin	skin of trunk	NA	6.22	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.skin.2	unique	unique.untreated_soil	uniqueNAuntreated_soil	18.6
714.belly.U.T2.2	109	days	0	belly.U.T2.2	mouse.untreated_soil.skin.2	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	1	3/21/11	GAZ:United States of America	0	untreated_soil.skin.2	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	yes	yes	skin.2	skin.2.untreated_soil	skin.2	skin.untreated_soil	2	2.skin	6	mouse	T2.U2	10090	1	1	3	40.01	-105.27	6.38	skin.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	skin	skin	skin of trunk	NA	6.38	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.skin.2	unique	unique.untreated_soil	uniqueNAuntreated_soil	34.1
714.belly.U.T2.3	63	days	0	belly.U.T2.3	mouse.untreated_soil.skin.2	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	9	3/21/11	GAZ:United States of America	0	untreated_soil.skin.2	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	yes	yes	skin.2	skin.2.untreated_soil	skin.2	skin.untreated_soil	2	2.skin	6	mouse	T2.U3	10090	2	1	3	40.01	-105.27	6.19	skin.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	skin	skin	skin of trunk	NA	6.19	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.skin.2	unique	unique.untreated_soil	uniqueNAuntreated_soil	24.1
714.belly.U.T2.4	79	days	0	belly.U.T2.4	mouse.untreated_soil.skin.2	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	6	3/21/11	GAZ:United States of America	0	untreated_soil.skin.2	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	yes	yes	skin.2	skin.2.untreated_soil	skin.2	skin.untreated_soil	2	2.skin	6	mouse	T2.U4	10090	2	1	3	40.01	-105.27	6.16	skin.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	skin	skin	skin of trunk	NA	6.16	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.skin.2	unique	unique.untreated_soil	uniqueNAuntreated_soil	25.3
714.belly.U.T2.5	89	days	0	belly.U.T2.5	mouse.untreated_soil.skin.2	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	3	3/21/11	GAZ:United States of America	0	untreated_soil.skin.2	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	yes	yes	skin.2	skin.2.untreated_soil	skin.2	skin.untreated_soil	2	2.skin	6	mouse	T2.U5	10090	1	2	3	40.01	-105.27	6.16	skin.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	skin	skin	skin of trunk	NA	6.16	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.skin.2	unique	unique.untreated_soil	uniqueNAuntreated_soil	29
714.belly.U.T3.1	52	days	0	belly.U.T3.1	mouse.untreated_soil.skin.3	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	12	3/24/11	GAZ:United States of America	0	untreated_soil.skin.3	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	yes	yes	skin.3	skin.3.untreated_soil	skin.3	skin.untreated_soil	3	3.skin	9	mouse	T3.U1	10090	3	3	3	40.01	-105.27	8.26	skin.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	skin	skin	skin of trunk	NA	8.26	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.skin.3	unique	unique.untreated_soil	uniqueNAuntreated_soil	19.5
714.belly.U.T3.2	96	days	0	belly.U.T3.2	mouse.untreated_soil.skin.3	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	2	3/24/11	GAZ:United States of America	0	untreated_soil.skin.3	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	yes	yes	skin.3	skin.3.untreated_soil	skin.3	skin.untreated_soil	3	3.skin	9	mouse	T3.U2	10090	3	3	3	40.01	-105.27	8.5	skin.Above8	Above8	FALSE	TRUE	Metcalf_2013_eLife	714	skin	skin	skin of trunk	NA	8.5	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.skin.3	unique	unique.untreated_soil	uniqueNAuntreated_soil	34.5
