sample_name	age	age_unit	altitude	anonymized_name	biological_specimen	body_habitat	body_product	body_site	cage	collection_date	country	depth	description	distended_belly	dna_extracted	elevation	env_biome	env_feature	env_material	env_package	event_type	fungi_head	fungi_present	group_event	group_event_treatment	group_harvest	group_treatment	harvest_event	harvest_group	harvest_time_days	host_common_name	host_subject_id	host_taxid	key_head	key_limbs	key_torso	latitude	longitude	ph	ph_cat_group	ph_category	physical_specimen_remaining	public	publication	qiita_study_id	sample_group	sample_group_allskin	sample_type	soil_controls	soil_ph	time_bin	title	treatment	treatment_group_event	unique_samples	unique_treatment	unique_treatment_control	weight
714.Soil.S.cntr.T7.3	79	days	0	Soil.S.cntr.T7.3	mouse.sterile_soil.soil.7				6	5/2/11	GAZ:United States of America	0	sterile_soil.soil.7	St_soil_control	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	St_soil_control	St_soil_control	soil.7	soil.7.sterile_soil	soil.7	soil.sterile_soil	7	7.soil	48	mouse			St_soil_control	St_soil_control	St_soil_control	40.01	-105.27	6.25	soil.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	soil	soil	soil	no_corpse	6.25	50	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.soil.7	unique	unique.sterile_soil	uniqueno_corpsesterile_soil	29.5
714.Soil.U.cntr.T0.1	57	days	0	Soil.U.cntr.T0.1	mouse.untreated_soil.soil.0				10	3/15/11	GAZ:United States of America	0	untreated_soil.soil.0	Un_soil_control	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	zero	Un_soil_control	Un_soil_control	soil.0	soil.0.untreated_soil	soil.0	soil.untreated_soil	0	0.soil	0	mouse			Un_soil_control	Un_soil_control	Un_soil_control	40.01	-105.27	5.95	soil.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	no_corpse	5.95	0	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.0	unique	unique.untreated_soil	uniqueno_corpseuntreated_soil	26.2
714.Soil.U.cntr.T0.2	79	days	0	Soil.U.cntr.T0.2	mouse.untreated_soil.soil.0				6	3/15/11	GAZ:United States of America	0	untreated_soil.soil.0	Un_soil_control	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	zero	Un_soil_control	Un_soil_control	soil.0	soil.0.untreated_soil	soil.0	soil.untreated_soil	0	0.soil	0	mouse			Un_soil_control	Un_soil_control	Un_soil_control	40.01	-105.27	6.06	soil.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	no_corpse	6.06	0	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.0	unique	unique.untreated_soil	uniqueno_corpseuntreated_soil	20.3
714.Soil.U.cntr.T0.3	49	days	0	Soil.U.cntr.T0.3	mouse.untreated_soil.soil.0				13	3/15/11	GAZ:United States of America	0	untreated_soil.soil.0	Un_soil_control	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	zero	Un_soil_control	Un_soil_control	soil.0	soil.0.untreated_soil	soil.0	soil.untreated_soil	0	0.soil	0	mouse			Un_soil_control	Un_soil_control	Un_soil_control	40.01	-105.27	5.92	soil.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	no_corpse	5.92	0	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.0	unique	unique.untreated_soil	uniqueno_corpseuntreated_soil	20.2
714.Soil.U.cntr.T2.1	36	days	0	Soil.U.cntr.T2.1	mouse.untreated_soil.soil.2				15	3/21/11	GAZ:United States of America	0	untreated_soil.soil.2	Un_soil_control	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	Un_soil_control	Un_soil_control	soil.2	soil.2.untreated_soil	soil.2	soil.untreated_soil	2	2.soil	6	mouse			Un_soil_control	Un_soil_control	Un_soil_control	40.01	-105.27		soil.NA	NA	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	no_corpse	NA	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.2	unique	unique.untreated_soil	uniqueno_corpseuntreated_soil	18.6
714.Soil.U.cntr.T2.2	109	days	0	Soil.U.cntr.T2.2	mouse.untreated_soil.soil.2				1	3/21/11	GAZ:United States of America	0	untreated_soil.soil.2	Un_soil_control	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	Un_soil_control	Un_soil_control	soil.2	soil.2.untreated_soil	soil.2	soil.untreated_soil	2	2.soil	6	mouse			Un_soil_control	Un_soil_control	Un_soil_control	40.01	-105.27		soil.NA	NA	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	no_corpse	NA	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.2	unique	unique.untreated_soil	uniqueno_corpseuntreated_soil	34.1
714.Soil.U.cntr.T2.3	63	days	0	Soil.U.cntr.T2.3	mouse.untreated_soil.soil.2				9	3/21/11	GAZ:United States of America	0	untreated_soil.soil.2	Un_soil_control	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	Un_soil_control	Un_soil_control	soil.2	soil.2.untreated_soil	soil.2	soil.untreated_soil	2	2.soil	6	mouse			Un_soil_control	Un_soil_control	Un_soil_control	40.01	-105.27		soil.NA	NA	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	no_corpse	NA	10	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.2	unique	unique.untreated_soil	uniqueno_corpseuntreated_soil	24.1
714.Soil.U.cntr.T5.2	88	days	0	Soil.U.cntr.T5.2	mouse.untreated_soil.soil.5				5	4/4/11	GAZ:United States of America	0	untreated_soil.soil.5	Un_soil_control	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	Un_soil_control	Un_soil_control	soil.5	soil.5.untreated_soil	soil.5	soil.untreated_soil	5	5.soil	20	mouse			Un_soil_control	Un_soil_control	Un_soil_control	40.01	-105.27		soil.NA	NA	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	no_corpse	NA	20	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.5	unique	unique.untreated_soil	uniqueno_corpseuntreated_soil	27.2
714.Soil.U.cntr.T5.3	36	days	0	Soil.U.cntr.T5.3	mouse.untreated_soil.soil.5				15	4/4/11	GAZ:United States of America	0	untreated_soil.soil.5	Un_soil_control	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	Un_soil_control	Un_soil_control	soil.5	soil.5.untreated_soil	soil.5	soil.untreated_soil	5	5.soil	20	mouse			Un_soil_control	Un_soil_control	Un_soil_control	40.01	-105.27		soil.NA	NA	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	no_corpse	NA	20	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.5	unique	unique.untreated_soil	uniqueno_corpseuntreated_soil	17.6
714.Soil.U.cntr.T7.1	36	days	0	Soil.U.cntr.T7.1	mouse.untreated_soil.soil.7				15	4/4/11	GAZ:United States of America	0	untreated_soil.soil.7	Un_soil_control	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	Un_soil_control	Un_soil_control	soil.7	soil.7.untreated_soil	soil.7	soil.untreated_soil	7	7.soil	48	mouse			Un_soil_control	Un_soil_control	Un_soil_control	40.01	-105.27	5.77	soil.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	no_corpse	5.77	50	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.7	unique	unique.untreated_soil	uniqueno_corpseuntreated_soil	27.4
714.Soil.U.cntr.T7.2	88	days	0	Soil.U.cntr.T7.2	mouse.untreated_soil.soil.7				5	5/2/11	GAZ:United States of America	0	untreated_soil.soil.7	Un_soil_control	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	Un_soil_control	Un_soil_control	soil.7	soil.7.untreated_soil	soil.7	soil.untreated_soil	7	7.soil	48	mouse			Un_soil_control	Un_soil_control	Un_soil_control	40.01	-105.27	5.86	soil.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	no_corpse	5.86	50	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.7	unique	unique.untreated_soil	uniqueno_corpseuntreated_soil	27
714.Soil.U.cntr.T7.3	89	days	0	Soil.U.cntr.T7.3	mouse.untreated_soil.soil.7				3	5/2/11	GAZ:United States of America	0	untreated_soil.soil.7	Un_soil_control	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	Un_soil_control	Un_soil_control	soil.7	soil.7.untreated_soil	soil.7	soil.untreated_soil	7	7.soil	48	mouse			Un_soil_control	Un_soil_control	Un_soil_control	40.01	-105.27	5.72	soil.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	no_corpse	5.72	50	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.7	unique	unique.untreated_soil	uniqueno_corpseuntreated_soil	29.3
714.Soil.U.cntr.T7.3repeat	89	days	0	Soil.U.cntr.T7.3repeat	mouse.untreated_soil.soil.7				3	5/2/11	GAZ:United States of America	0	untreated_soil.soil.7	Un_soil_control	TRUE	1624	ENVO:terrestrial biome	ENVO:soil	soil	soil	not_zero	Un_soil_control	Un_soil_control	soil.7	soil.7.untreated_soil	soil.7	soil.untreated_soil	7	7.soil	48	mouse			Un_soil_control	Un_soil_control	Un_soil_control	40.01	-105.27	5.72	soil.Below7	Below7	FALSE	TRUE	Metcalf_2013_eLife	714	soil	soil	soil	no_corpse	5.72	50	Mouse_Decomp_Forensics_2011	untreated_soil	untreated_soil.soil.7	repeat	repeat.untreated_soil	repeatno_corpseuntreated_soil	29.3
714.belly.S.T0.1	89	days	0	belly.S.T0.1	mouse.sterile_soil.skin.0	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	4	3/15/11	GAZ:United States of America	0	sterile_soil.skin.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	zero	no	no	skin.0	skin.0.sterile_soil	skin.0	skin.sterile_soil	0	0.skin	0	mouse	T0.S1	10090	1	1	1	40.01	-105.27	6.01	skin.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	6.01	0	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.0	repeat	repeat.sterile_soil	repeatNAsterile_soil	32.8
714.belly.S.T0.2	36	days	0	belly.S.T0.2	mouse.sterile_soil.skin.0	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	14	3/15/11	GAZ:United States of America	0	sterile_soil.skin.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	zero	no	no	skin.0	skin.0.sterile_soil	skin.0	skin.sterile_soil	0	0.skin	0	mouse	T0.S2	10090	1	1	1	40.01	-105.27	6.01	skin.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	6.01	0	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.0	unique	unique.sterile_soil	uniqueNAsterile_soil	16.9
714.belly.S.T0.3	89	days	0	belly.S.T0.3	mouse.sterile_soil.skin.0	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	3	3/15/11	GAZ:United States of America	0	sterile_soil.skin.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	zero	no	no	skin.0	skin.0.sterile_soil	skin.0	skin.sterile_soil	0	0.skin	0	mouse	T0.S3	10090	1	1	1	40.01	-105.27	5.99	skin.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	5.99	0	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.0	repeat	repeat.sterile_soil	repeatNAsterile_soil	28.3
714.belly.S.T0.4	36	days	0	belly.S.T0.4	mouse.sterile_soil.skin.0	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	14	3/15/11	GAZ:United States of America	0	sterile_soil.skin.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	zero	no	no	skin.0	skin.0.sterile_soil	skin.0	skin.sterile_soil	0	0.skin	0	mouse	T0.S4	10090	1	1	1	40.01	-105.27	5.94	skin.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	5.94	0	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.0	unique	unique.sterile_soil	uniqueNAsterile_soil	19.1
714.belly.S.T0.5	52	days	0	belly.S.T0.5	mouse.sterile_soil.skin.0	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	11	3/15/11	GAZ:United States of America	0	sterile_soil.skin.0	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	zero	no	no	skin.0	skin.0.sterile_soil	skin.0	skin.sterile_soil	0	0.skin	0	mouse	T0.S5	10090	1	1	1	40.01	-105.27	6.11	skin.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	6.11	0	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.0	unique	unique.sterile_soil	uniqueNAsterile_soil	21.4
714.belly.S.T1.1	52	days	0	belly.S.T1.1	mouse.sterile_soil.skin.1	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	11	3/18/11	GAZ:United States of America	0	sterile_soil.skin.1	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	no	no	skin.1	skin.1.sterile_soil	skin.1	skin.sterile_soil	1	1.skin	3	mouse	T1.S1	10090	1	1	1	40.01	-105.27	6.01	skin.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	6.01	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.1	repeat	repeat.sterile_soil	repeatNAsterile_soil	24.6
714.belly.S.T1.2	96	days	0	belly.S.T1.2	mouse.sterile_soil.skin.1	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	2	3/18/11	GAZ:United States of America	0	sterile_soil.skin.1	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	no	no	skin.1	skin.1.sterile_soil	skin.1	skin.sterile_soil	1	1.skin	3	mouse	T1.S2	10090	1	1	3	40.01	-105.27	6	skin.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	6	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.1	unique	unique.sterile_soil	uniqueNAsterile_soil	36.7
714.belly.S.T1.3	49	days	0	belly.S.T1.3	mouse.sterile_soil.skin.1	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	13	3/18/11	GAZ:United States of America	0	sterile_soil.skin.1	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	no	no	skin.1	skin.1.sterile_soil	skin.1	skin.sterile_soil	1	1.skin	3	mouse	T1.S3	10090	1	1	1	40.01	-105.27	5.83	skin.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	5.83	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.1	repeat	repeat.sterile_soil	repeatNAsterile_soil	22.2
714.belly.S.T1.4	36	days	0	belly.S.T1.4	mouse.sterile_soil.skin.1	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	14	3/18/11	GAZ:United States of America	0	sterile_soil.skin.1	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	no	no	skin.1	skin.1.sterile_soil	skin.1	skin.sterile_soil	1	1.skin	3	mouse	T1.S4	10090	1	1	3	40.01	-105.27	5.87	skin.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	5.87	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.1	repeat	repeat.sterile_soil	repeatNAsterile_soil	18.5
714.belly.S.T1.5	63	days	0	belly.S.T1.5	mouse.sterile_soil.skin.1	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	9	3/18/11	GAZ:United States of America	0	sterile_soil.skin.1	no	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	no	no	skin.1	skin.1.sterile_soil	skin.1	skin.sterile_soil	1	1.skin	3	mouse	T1.S5	10090	1	1	1	40.01	-105.27	5.91	skin.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	5.91	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.1	repeat	repeat.sterile_soil	repeatNAsterile_soil	25.3
714.belly.S.T2.1	89	days	0	belly.S.T2.1	mouse.sterile_soil.skin.2	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	4	3/21/11	GAZ:United States of America	0	sterile_soil.skin.2	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	no	no	skin.2	skin.2.sterile_soil	skin.2	skin.sterile_soil	2	2.skin	6	mouse	T2.S1	10090	1	1	3	40.01	-105.27	5.87	skin.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	5.87	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.2	unique	unique.sterile_soil	uniqueNAsterile_soil	38.6
714.belly.S.T2.2	63	days	0	belly.S.T2.2	mouse.sterile_soil.skin.2	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	8	3/21/11	GAZ:United States of America	0	sterile_soil.skin.2	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	no	no	skin.2	skin.2.sterile_soil	skin.2	skin.sterile_soil	2	2.skin	6	mouse	T2.S2	10090	1	1	3	40.01	-105.27	5.85	skin.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	5.85	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.2	unique	unique.sterile_soil	uniqueNAsterile_soil	24.6
714.belly.S.T2.3	96	days	0	belly.S.T2.3	mouse.sterile_soil.skin.2	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	2	3/21/11	GAZ:United States of America	0	sterile_soil.skin.2	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	no	no	skin.2	skin.2.sterile_soil	skin.2	skin.sterile_soil	2	2.skin	6	mouse	T2.S3	10090	1	1	3	40.01	-105.27	5.84	skin.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	5.84	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.2	unique	unique.sterile_soil	uniqueNAsterile_soil	32.5
714.belly.S.T2.4	36	days	0	belly.S.T2.4	mouse.sterile_soil.skin.2	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	15	3/21/11	GAZ:United States of America	0	sterile_soil.skin.2	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	no	no	skin.2	skin.2.sterile_soil	skin.2	skin.sterile_soil	2	2.skin	6	mouse	T2.S4	10090	1	1	3	40.01	-105.27	5.96	skin.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	5.96	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.2	unique	unique.sterile_soil	uniqueNAsterile_soil	19.3
714.belly.S.T2.5	63	days	0	belly.S.T2.5	mouse.sterile_soil.skin.2	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	8	3/21/11	GAZ:United States of America	0	sterile_soil.skin.2	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	no	no	skin.2	skin.2.sterile_soil	skin.2	skin.sterile_soil	2	2.skin	6	mouse	T2.S5	10090	1	1	3	40.01	-105.27	5.81	skin.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	5.81	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.2	unique	unique.sterile_soil	uniqueNAsterile_soil	25.9
714.belly.S.T3.1	79	days	0	belly.S.T3.1	mouse.sterile_soil.skin.3	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	6	3/24/11	GAZ:United States of America	0	sterile_soil.skin.3	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	yes	yes	skin.3	skin.3.sterile_soil	skin.3	skin.sterile_soil	3	3.skin	9	mouse	T3.S1	10090	1	1	3	40.01	-105.27	6.03	skin.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	6.03	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.3	unique	unique.sterile_soil	uniqueNAsterile_soil	24.2
714.belly.S.T3.2	57	days	0	belly.S.T3.2	mouse.sterile_soil.skin.3	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	10	3/24/11	GAZ:United States of America	0	sterile_soil.skin.3	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	no	no	skin.3	skin.3.sterile_soil	skin.3	skin.sterile_soil	3	3.skin	9	mouse	T3.S2	10090	2	1	3	40.01	-105.27	6.01	skin.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	6.01	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.3	unique	unique.sterile_soil	uniqueNAsterile_soil	27.2
714.belly.S.T3.3	88	days	0	belly.S.T3.3	mouse.sterile_soil.skin.3	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	5	3/24/11	GAZ:United States of America	0	sterile_soil.skin.3	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	no	no	skin.3	skin.3.sterile_soil	skin.3	skin.sterile_soil	3	3.skin	9	mouse	T3.S3	10090	1	1	3	40.01	-105.27	5.88	skin.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	5.88	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.3	unique	unique.sterile_soil	uniqueNAsterile_soil	26.7
714.belly.S.T3.4	36	days	0	belly.S.T3.4	mouse.sterile_soil.skin.3	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	14	3/24/11	GAZ:United States of America	0	sterile_soil.skin.3	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	no	no	skin.3	skin.3.sterile_soil	skin.3	skin.sterile_soil	3	3.skin	9	mouse	T3.S4	10090	1	1	2	40.01	-105.27	5.99	skin.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	5.99	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.3	unique	unique.sterile_soil	uniqueNAsterile_soil	18.8
714.belly.S.T3.5	79	days	0	belly.S.T3.5	mouse.sterile_soil.skin.3	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	6	3/24/11	GAZ:United States of America	0	sterile_soil.skin.3	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	no	no	skin.3	skin.3.sterile_soil	skin.3	skin.sterile_soil	3	3.skin	9	mouse	T3.S5	10090	1	1	3	40.01	-105.27	5.95	skin.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	5.95	10	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.3	unique	unique.sterile_soil	uniqueNAsterile_soil	24.4
714.belly.S.T4.1	57	days	0	belly.S.T4.1	mouse.sterile_soil.skin.4	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	10	3/28/11	GAZ:United States of America	0	sterile_soil.skin.4	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	no	no	skin.4	skin.4.sterile_soil	skin.4	skin.sterile_soil	4	4.skin	13	mouse	T4.S1	10090	2	1	2	40.01	-105.27	6	skin.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	6	20	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.4	unique	unique.sterile_soil	uniqueNAsterile_soil	21.8
714.belly.S.T4.2	96	days	0	belly.S.T4.2	mouse.sterile_soil.skin.4	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	2	3/28/11	GAZ:United States of America	0	sterile_soil.skin.4	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	no	yes	skin.4	skin.4.sterile_soil	skin.4	skin.sterile_soil	4	4.skin	13	mouse	T4.S2	10090	3	1	4	40.01	-105.27	7.08	skin.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	7.08	20	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.4	unique	unique.sterile_soil	uniqueNAsterile_soil	34
714.belly.S.T4.3	52	days	0	belly.S.T4.3	mouse.sterile_soil.skin.4	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	11	3/28/11	GAZ:United States of America	0	sterile_soil.skin.4	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	no	yes	skin.4	skin.4.sterile_soil	skin.4	skin.sterile_soil	4	4.skin	13	mouse	T4.S3	10090	1	1	2	40.01	-105.27	5.91	skin.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	5.91	20	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.4	unique	unique.sterile_soil	uniqueNAsterile_soil	23.8
714.belly.S.T4.4	63	days	0	belly.S.T4.4	mouse.sterile_soil.skin.4	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	8	3/28/11	GAZ:United States of America	0	sterile_soil.skin.4	yes	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	no	no	skin.4	skin.4.sterile_soil	skin.4	skin.sterile_soil	4	4.skin	13	mouse	T4.S4	10090	3	1	2	40.01	-105.27	5.97	skin.Below7	Below7	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	5.97	20	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.4	unique	unique.sterile_soil	uniqueNAsterile_soil	27.6
714.belly.S.T4.5	77	days	0	belly.S.T4.5	mouse.sterile_soil.skin.4	UBERON:skin	UBERON:sebum	UBERON:skin of abdomen	7	3/28/11	GAZ:United States of America	0	sterile_soil.skin.4	ruptured	TRUE	1624	ENVO:terrestrial biome	ENVO:mammalia-associated habitat	sebum	host-associated	not_zero	yes	yes	skin.4	skin.4.sterile_soil	skin.4	skin.sterile_soil	4	4.skin	13	mouse	T4.S5	10090	3	1	4	40.01	-105.27	7.06	skin.7to8	7to8	FALSE	TRUE	sterile_v_untreated	714	skin	skin	skin of trunk	NA	7.06	20	Mouse_Decomp_Forensics_2011	sterile_soil	sterile_soil.skin.4	unique	unique.sterile_soil	uniqueNAsterile_soil	25.9
